Active season,Player,Team,Conference,Date,Position,Height,Weight,Age,Draft Year,Seasons in league,Season,Season short,Real_value
0,Metta World Peace,Indiana Pacers,East,29-Mar-04,SF,7-Jun,260,24,1999,4,2003-2004,2004,0.5
0,Kobe Bryant,Los Angeles Lakers,West,29-Mar-04,SG,6-Jun,212,25,1996,7,2003-2004,2004,0.5
0,Vince Carter,Toronto Raptors,East,21-Mar-04,SF,6-Jun,220,27,1998,5,2003-2004,2004,0.5
0,Shaquille O'Neal,Los Angeles Lakers,West,21-Mar-04,C,1-Jul,325,31,1992,11,2003-2004,2004,0.5
0,Zydrunas Ilgauskas,Cleveland Cavaliers,East,14-Mar-04,C,3-Jul,260,28,1996,7,2003-2004,2004,0.5
0,Carmelo Anthony,Denver Nuggets,West,14-Mar-04,F,8-Jun,240,19,2003,0,2003-2004,2004,0.5
0,Lamar Odom,Miami Heat,East,7-Mar-04,PF,10-Jun,230,24,1999,4,2003-2004,2004,0.5
0,Yao Ming,Houston Rockets,West,7-Mar-04,C,6-Jul,310,23,2002,1,2003-2004,2004,0.5
0,Ben Wallace,Detroit Pistons,East,29-Feb-04,FC,9-Jun,240,29,1996,7,2003-2004,2004,0.5
0,Andrei Kirilenko,Utah Jazz,West,29-Feb-04,PF,9-Jun,235,23,1999,2,2003-2004,2004,0.5
0,Dwyane Wade,Miami Heat,East,22-Feb-04,SG,4-Jun,220,22,2003,0,2003-2004,2004,0.5
0,Kobe Bryant,Los Angeles Lakers,West,22-Feb-04,SG,6-Jun,212,25,1996,7,2003-2004,2004,0.5
0,Kenyon Martin,New Jersey Nets,East,8-Feb-04,F,9-Jun,240,26,2000,3,2003-2004,2004,0.5
0,Tim Duncan,San Antonio Spurs,West,8-Feb-04,FC,11-Jun,250,27,1997,6,2003-2004,2004,0.5
0,Jason Kidd,New Jersey Nets,East,1-Feb-04,PG,4-Jun,210,30,1994,9,2003-2004,2004,0.5
0,Kevin Garnett,Minnesota Timberwolves,West,1-Feb-04,PF,11-Jun,240,27,1995,8,2003-2004,2004,0.5
0,Carlos Boozer,Cleveland Cavaliers,East,25-Jan-04,PF,9-Jun,266,22,2002,1,2003-2004,2004,0.5
0,Kevin Garnett,Minnesota Timberwolves,West,25-Jan-04,PF,11-Jun,240,27,1995,8,2003-2004,2004,0.5
0,Stephon Marbury,New York Knicks,East,18-Jan-04,G,2-Jun,180,27,1996,7,2003-2004,2004,0.5
0,Michael Finley,Dallas Mavericks,West,18-Jan-04,G-F,7-Jun,225,30,1995,8,2003-2004,2004,0.5
0,Paul Pierce,Boston Celtics,East,11-Jan-04,SF,7-Jun,235,26,1998,5,2003-2004,2004,0.5
0,Ray Allen,Seattle SuperSonics,West,11-Jan-04,SG,5-Jun,205,28,1996,7,2003-2004,2004,0.5
0,Ben Wallace,Detroit Pistons,East,4-Jan-04,FC,9-Jun,240,29,1996,7,2003-2004,2004,0.5
0,Elton Brand,Los Angeles Clippers,West,4-Jan-04,PF,9-Jun,254,24,1999,4,2003-2004,2004,0.5
0,Jason Kidd,New Jersey Nets,East,28-Dec-03,PG,4-Jun,210,30,1994,9,2003-2004,2004,0.5
0,Sam Cassell,Minnesota Timberwolves,West,28-Dec-03,G,3-Jun,185,34,1993,10,2003-2004,2004,0.5
0,Tracy McGrady,Orlando Magic,East,21-Dec-03,GF,8-Jun,210,24,1997,6,2003-2004,2004,0.5
0,Kevin Garnett,Minnesota Timberwolves,West,21-Dec-03,PF,11-Jun,240,27,1995,8,2003-2004,2004,0.5
0,Paul Pierce,Boston Celtics,East,14-Dec-03,SF,7-Jun,235,26,1998,5,2003-2004,2004,0.5
0,Peja Stojakovic,Sacramento Kings,West,14-Dec-03,F,10-Jun,229,26,1996,5,2003-2004,2004,0.5
0,Vince Carter,Toronto Raptors,East,7-Dec-03,SF,6-Jun,220,27,1998,5,2003-2004,2004,0.5
0,Shaquille O'Neal,Los Angeles Lakers,West,7-Dec-03,C,1-Jul,325,31,1992,11,2003-2004,2004,0.5
0,Dikembe Mutombo,New York Knicks,East,30-Nov-03,C,2-Jul,260,37,1991,12,2003-2004,2004,0.5
0,Voshon Lenard,Denver Nuggets,West,30-Nov-03,SG,4-Jun,205,30,1994,8,2003-2004,2004,0.5
0,Chauncey Billups,Detroit Pistons,East,23-Nov-03,G,3-Jun,210,27,1997,6,2003-2004,2004,0.5
0,Kevin Garnett,Minnesota Timberwolves,West,23-Nov-03,PF,11-Jun,240,27,1995,8,2003-2004,2004,0.5
0,Allen Iverson,Philadelphia Sixers,East,16-Nov-03,G,Jun-00,165,28,1996,7,2003-2004,2004,0.5
0,Quentin Richardson,Los Angeles Clippers,West,16-Nov-03,GF,6-Jun,223,23,2000,3,2003-2004,2004,0.5
0,Metta World Peace,Indiana Pacers,East,9-Nov-03,SF,7-Jun,260,24,1999,4,2003-2004,2004,0.5
0,Andrei Kirilenko,Utah Jazz,West,9-Nov-03,PF,9-Jun,235,23,1999,2,2003-2004,2004,0.5
0,Baron Davis,New Orleans Hornets,East,2-Nov-03,G,3-Jun,215,24,1999,4,2003-2004,2004,0.5
0,Rashard Lewis,Seattle SuperSonics,West,2-Nov-03,F,10-Jun,235,24,1998,5,2003-2004,2004,0.5
0,Jason Kidd,New Jersey Nets,East,17-Apr-05,PG,4-Jun,210,31,1994,10,2004-2005,2005,0.5
0,Tracy McGrady,Houston Rockets,West,17-Apr-05,GF,8-Jun,210,25,1997,7,2004-2005,2005,0.5
0,Vince Carter,New Jersey Nets,East,10-Apr-05,SF,6-Jun,220,28,1998,6,2004-2005,2005,0.5
0,Baron Davis,Golden State Warriors,West,10-Apr-05,G,3-Jun,215,25,1999,5,2004-2005,2005,0.5
0,Reggie Miller,Indiana Pacers,East,3-Apr-05,SG,7-Jun,185,39,1987,17,2004-2005,2005,0.5
0,Baron Davis,Golden State Warriors,West,3-Apr-05,G,3-Jun,215,25,1999,5,2004-2005,2005,0.5
0,Allen Iverson,Philadelphia Sixers,East,27-Mar-05,G,Jun-00,165,29,1996,8,2004-2005,2005,0.5
0,Ray Allen,Seattle SuperSonics,West,27-Mar-05,SG,5-Jun,205,29,1996,8,2004-2005,2005,0.5
0,Chauncey Billups,Detroit Pistons,East,20-Mar-05,G,3-Jun,210,28,1997,7,2004-2005,2005,0.5
0,Jason Richardson,Golden State Warriors,West,20-Mar-05,GF,6-Jun,225,24,2001,3,2004-2005,2005,0.5
0,Paul Pierce,Boston Celtics,East,13-Mar-05,SF,7-Jun,235,27,1998,6,2004-2005,2005,0.5
0,Tracy McGrady,Houston Rockets,West,13-Mar-05,GF,8-Jun,210,25,1997,7,2004-2005,2005,0.5
0,Allen Iverson,Philadelphia Sixers,East,6-Mar-05,G,Jun-00,165,29,1996,8,2004-2005,2005,0.5
0,Marcus Camby,Denver Nuggets,West,6-Mar-05,C,11-Jun,240,30,1996,8,2004-2005,2005,0.5
0,Jalen Rose,Toronto Raptors,East,27-Feb-05,G,8-Jun,210,32,1994,10,2004-2005,2005,0.5
0,Mike Bibby,Sacramento Kings,West,27-Feb-05,G,2-Jun,195,26,1998,6,2004-2005,2005,0.5
0,Allen Iverson,Philadelphia Sixers,East,13-Feb-05,G,Jun-00,165,29,1996,8,2004-2005,2005,0.5
0,Steve Nash,Phoenix Suns,West,13-Feb-05,G,3-Jun,178,31,1996,8,2004-2005,2005,0.5
0,Paul Pierce,Boston Celtics,East,6-Feb-05,SF,7-Jun,235,27,1998,6,2004-2005,2005,0.5
0,Tracy McGrady,Houston Rockets,West,6-Feb-05,GF,8-Jun,210,25,1997,7,2004-2005,2005,0.5
0,Vince Carter,New Jersey Nets,East,30-Jan-05,SF,6-Jun,220,28,1998,6,2004-2005,2005,0.5
0,Brad Miller,Sacramento Kings,West,30-Jan-05,C,Jul-00,261,28,1998,6,2004-2005,2005,0.5
0,LeBron James,Cleveland Cavaliers,East,23-Jan-05,F,8-Jun,250,20,2003,1,2004-2005,2005,0.5
0,Jason Terry,Dallas Mavericks,West,23-Jan-05,G,2-Jun,185,27,1999,5,2004-2005,2005,0.5
0,Larry Hughes,Washington Wizards,East,16-Jan-05,G,5-Jun,184,26,1998,6,2004-2005,2005,0.5
0,Tracy McGrady,Houston Rockets,West,16-Jan-05,GF,8-Jun,210,25,1997,7,2004-2005,2005,0.5
0,Chris Bosh,Toronto Raptors,East,9-Jan-05,PF,11-Jun,235,20,2003,1,2004-2005,2005,0.5
0,Bruce Bowen,San Antonio Spurs,West,9-Jan-05,F,7-Jun,200,33,1993,9,2004-2005,2005,0.5
0,Stephon Marbury,New York Knicks,East,2-Jan-05,G,2-Jun,180,28,1996,8,2004-2005,2005,0.5
0,Pau Gasol,Memphis Grizzlies,West,2-Jan-05,FC,Jul-00,250,24,2001,3,2004-2005,2005,0.5
0,Allen Iverson,Philadelphia Sixers,East,26-Dec-04,G,Jun-00,165,29,1996,8,2004-2005,2005,0.5
0,Steve Nash,Phoenix Suns,West,26-Dec-04,G,3-Jun,178,31,1996,8,2004-2005,2005,0.5
0,Shaquille O'Neal,Miami Heat,East,19-Dec-04,C,1-Jul,325,32,1992,12,2004-2005,2005,0.5
0,Shawn Marion,Phoenix Suns,West,19-Dec-04,F,7-Jun,228,26,1999,5,2004-2005,2005,0.5
0,Richard Jefferson,New Jersey Nets,East,12-Dec-04,SF,7-Jun,233,24,2001,3,2004-2005,2005,0.5
0,Amar'e Stoudemire,Phoenix Suns,West,12-Dec-04,FC,10-Jun,245,22,2002,2,2004-2005,2005,0.5
0,Gilbert Arenas,Washington Wizards,East,5-Dec-04,G,3-Jun,191,23,2001,3,2004-2005,2005,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,5-Dec-04,PF,Jul-00,245,26,1998,6,2004-2005,2005,0.5
0,LeBron James,Cleveland Cavaliers,East,28-Nov-04,F,8-Jun,250,20,2003,1,2004-2005,2005,0.5
0,Shawn Marion,Phoenix Suns,West,28-Nov-04,F,7-Jun,228,26,1999,5,2004-2005,2005,0.5
0,Grant Hill,Orlando Magic,East,21-Nov-04,SF,8-Jun,225,32,1994,10,2004-2005,2005,0.5
0,Amar'e Stoudemire,Phoenix Suns,West,21-Nov-04,FC,10-Jun,245,22,2002,2,2004-2005,2005,0.5
0,LeBron James,Cleveland Cavaliers,East,14-Nov-04,F,8-Jun,250,20,2003,1,2004-2005,2005,0.5
0,Ray Allen,Seattle SuperSonics,West,14-Nov-04,SG,5-Jun,205,29,1996,8,2004-2005,2005,0.5
0,Dwyane Wade,Miami Heat,East,7-Nov-04,SG,4-Jun,220,23,2003,1,2004-2005,2005,0.5
0,Kevin Garnett,Minnesota Timberwolves,West,7-Nov-04,PF,11-Jun,240,28,1995,9,2004-2005,2005,0.5
0,Ben Gordon,Chicago Bulls,East,16-Apr-06,SG,3-Jun,200,22,2004,1,2005-2006,2006,0.5
0,Kobe Bryant,Los Angeles Lakers,West,16-Apr-06,SG,6-Jun,212,27,1996,9,2005-2006,2006,0.5
0,Jamal Crawford,New York Knicks,East,9-Apr-06,SG,5-Jun,195,25,2000,5,2005-2006,2006,0.5
0,Chris Wilcox,Seattle SuperSonics,West,9-Apr-06,FC,10-Jun,235,23,2002,3,2005-2006,2006,0.5
0,LeBron James,Cleveland Cavaliers,East,2-Apr-06,F,8-Jun,250,21,2003,2,2005-2006,2006,0.5
0,Yao Ming,Houston Rockets,West,2-Apr-06,C,6-Jul,310,25,2002,3,2005-2006,2006,0.5
0,LeBron James,Cleveland Cavaliers,East,26-Mar-06,F,8-Jun,250,21,2003,2,2005-2006,2006,0.5
0,Pau Gasol,Memphis Grizzlies,West,26-Mar-06,FC,Jul-00,250,25,2001,4,2005-2006,2006,0.5
0,LeBron James,Cleveland Cavaliers,East,19-Mar-06,F,8-Jun,250,21,2003,2,2005-2006,2006,0.5
0,Carmelo Anthony,Denver Nuggets,West,19-Mar-06,F,8-Jun,240,21,2003,2,2005-2006,2006,0.5
0,Paul Pierce,Boston Celtics,East,12-Mar-06,SF,7-Jun,235,28,1998,7,2005-2006,2006,0.5
0,Mike Bibby,Sacramento Kings,West,12-Mar-06,G,2-Jun,195,27,1998,7,2005-2006,2006,0.5
0,Allen Iverson,Philadelphia Sixers,East,5-Mar-06,G,Jun-00,165,30,1996,9,2005-2006,2006,0.5
0,Pau Gasol,Memphis Grizzlies,West,5-Mar-06,FC,Jul-00,250,25,2001,4,2005-2006,2006,0.5
0,Gilbert Arenas,Washington Wizards,East,27-Feb-06,G,3-Jun,191,24,2001,4,2005-2006,2006,0.5
0,Yao Ming,Houston Rockets,West,27-Feb-06,C,6-Jul,310,25,2002,3,2005-2006,2006,0.5
0,Gilbert Arenas,Washington Wizards,East,13-Feb-06,G,3-Jun,191,24,2001,4,2005-2006,2006,0.5
0,Tony Parker,San Antonio Spurs,West,13-Feb-06,G,2-Jun,185,23,2001,4,2005-2006,2006,0.5
0,Chris Bosh,Toronto Raptors,East,6-Feb-06,PF,11-Jun,235,21,2003,2,2005-2006,2006,0.5
0,Chris Paul,New Orleans Hornets,West,6-Feb-06,PG,Jun-00,175,20,2005,0,2005-2006,2006,0.5
0,LeBron James,Cleveland Cavaliers,East,30-Jan-06,F,8-Jun,250,21,2003,2,2005-2006,2006,0.5
0,Elton Brand,Los Angeles Clippers,West,30-Jan-06,PF,9-Jun,254,26,1999,6,2005-2006,2006,0.5
0,Richard Hamilton,Detroit Pistons,East,22-Jan-06,SG,7-Jun,193,28,1999,6,2005-2006,2006,0.5
0,Kobe Bryant,Los Angeles Lakers,West,22-Jan-06,SG,6-Jun,212,27,1996,9,2005-2006,2006,0.5
0,Allen Iverson,Philadelphia Sixers,East,15-Jan-06,G,Jun-00,165,30,1996,9,2005-2006,2006,0.5
0,Kevin Garnett,Minnesota Timberwolves,West,15-Jan-06,PF,11-Jun,240,29,1995,10,2005-2006,2006,0.5
0,Mike James,Toronto Raptors,East,8-Jan-06,G,2-Jun,188,30,1998,4,2005-2006,2006,0.5
0,Steve Nash,Phoenix Suns,West,8-Jan-06,G,3-Jun,178,32,1996,9,2005-2006,2006,0.5
0,Dwyane Wade,Miami Heat,East,1-Jan-06,SG,4-Jun,220,24,2003,2,2005-2006,2006,0.5
0,Shawn Marion,Phoenix Suns,West,1-Jan-06,F,7-Jun,228,27,1999,6,2005-2006,2006,0.5
0,Vince Carter,New Jersey Nets,East,26-Dec-05,SF,6-Jun,220,29,1998,7,2005-2006,2006,0.5
0,Kobe Bryant,Los Angeles Lakers,West,26-Dec-05,SG,6-Jun,212,27,1996,9,2005-2006,2006,0.5
0,Joe Johnson,Atlanta Hawks,East,19-Dec-05,SG,7-Jun,240,24,2001,4,2005-2006,2006,0.5
0,Kobe Bryant,Los Angeles Lakers,West,19-Dec-05,SG,6-Jun,212,27,1996,9,2005-2006,2006,0.5
0,Allen Iverson,Philadelphia Sixers,East,12-Dec-05,G,Jun-00,165,30,1996,9,2005-2006,2006,0.5
0,Elton Brand,Los Angeles Clippers,West,12-Dec-05,PF,9-Jun,254,26,1999,6,2005-2006,2006,0.5
0,Dwyane Wade,Miami Heat,East,5-Dec-05,SG,4-Jun,220,24,2003,2,2005-2006,2006,0.5
0,Baron Davis,Golden State Warriors,West,5-Dec-05,G,3-Jun,215,26,1999,6,2005-2006,2006,0.5
0,Gerald Wallace,Charlotte Bobcats,East,28-Nov-05,F,7-Jun,220,23,2001,4,2005-2006,2006,0.5
0,Steve Nash,Phoenix Suns,West,28-Nov-05,G,3-Jun,178,32,1996,9,2005-2006,2006,0.5
0,LeBron James,Cleveland Cavaliers,East,21-Nov-05,F,8-Jun,250,21,2003,2,2005-2006,2006,0.5
0,Elton Brand,Los Angeles Clippers,West,21-Nov-05,PF,9-Jun,254,26,1999,6,2005-2006,2006,0.5
0,Gilbert Arenas,Washington Wizards,East,14-Nov-05,G,3-Jun,191,24,2001,4,2005-2006,2006,0.5
0,Marcus Camby,Denver Nuggets,West,14-Nov-05,C,11-Jun,240,31,1996,9,2005-2006,2006,0.5
0,T.J. Ford,Milwaukee Bucks,East,7-Nov-05,PG,Jun-00,165,22,2003,2,2005-2006,2006,0.5
0,Kobe Bryant,Los Angeles Lakers,West,7-Nov-05,SG,6-Jun,212,27,1996,9,2005-2006,2006,0.5
0,Ben Gordon,Chicago Bulls,East,15-Apr-07,SG,3-Jun,200,23,2004,2,2006-2007,2007,0.5
0,Tracy McGrady,Houston Rockets,West,15-Apr-07,GF,8-Jun,210,27,1997,9,2006-2007,2007,0.5
0,Gerald Wallace,Charlotte Bobcats,East,8-Apr-07,F,7-Jun,220,24,2001,5,2006-2007,2007,0.5
0,Tim Duncan,San Antonio Spurs,West,8-Apr-07,FC,11-Jun,250,30,1997,9,2006-2007,2007,0.5
0,Chris Bosh,Toronto Raptors,East,1-Apr-07,PF,11-Jun,235,22,2003,3,2006-2007,2007,0.5
0,Yao Ming,Houston Rockets,West,1-Apr-07,C,6-Jul,310,26,2002,4,2006-2007,2007,0.5
0,Gerald Wallace,Charlotte Bobcats,East,25-Mar-07,F,7-Jun,220,24,2001,5,2006-2007,2007,0.5
0,Kobe Bryant,Los Angeles Lakers,West,25-Mar-07,SG,6-Jun,212,28,1996,10,2006-2007,2007,0.5
0,Jason Kidd,New Jersey Nets,East,18-Mar-07,PG,4-Jun,210,33,1994,12,2006-2007,2007,0.5
0,Kobe Bryant,Los Angeles Lakers,West,18-Mar-07,SG,6-Jun,212,28,1996,10,2006-2007,2007,0.5
0,LeBron James,Cleveland Cavaliers,East,11-Mar-07,F,8-Jun,250,22,2003,3,2006-2007,2007,0.5
0,Manu Ginobili,San Antonio Spurs,West,11-Mar-07,SG,6-Jun,205,29,1999,4,2006-2007,2007,0.5
0,Al Jefferson,Boston Celtics,East,4-Mar-07,FC,10-Jun,289,22,2004,2,2006-2007,2007,0.5
0,Kevin Martin,Sacramento Kings,West,4-Mar-07,SG,7-Jun,199,24,2004,2,2006-2007,2007,0.5
0,Vince Carter,New Jersey Nets,East,25-Feb-07,SF,6-Jun,220,30,1998,8,2006-2007,2007,0.5
0,Amar'e Stoudemire,Phoenix Suns,West,25-Feb-07,FC,10-Jun,245,24,2002,4,2006-2007,2007,0.5
0,Dwyane Wade,Miami Heat,East,11-Feb-07,SG,4-Jun,220,25,2003,3,2006-2007,2007,0.5
0,Carmelo Anthony,Denver Nuggets,West,11-Feb-07,F,8-Jun,240,22,2003,3,2006-2007,2007,0.5
0,Dwyane Wade,Miami Heat,East,4-Feb-07,SG,4-Jun,220,25,2003,3,2006-2007,2007,0.5
0,Mehmet Okur,Utah Jazz,West,4-Feb-07,FC,11-Jun,249,27,2001,4,2006-2007,2007,0.5
0,Ben Gordon,Chicago Bulls,East,28-Jan-07,SG,3-Jun,200,23,2004,2,2006-2007,2007,0.5
0,Steve Nash,Phoenix Suns,West,28-Jan-07,G,3-Jun,178,33,1996,10,2006-2007,2007,0.5
0,Caron Butler,Washington Wizards,East,21-Jan-07,SF,7-Jun,228,26,2002,4,2006-2007,2007,0.5
0,Steve Nash,Phoenix Suns,West,21-Jan-07,G,3-Jun,178,33,1996,10,2006-2007,2007,0.5
0,Dwyane Wade,Miami Heat,East,14-Jan-07,SG,4-Jun,220,25,2003,3,2006-2007,2007,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,14-Jan-07,PF,Jul-00,245,28,1998,8,2006-2007,2007,0.5
0,Gilbert Arenas,Washington Wizards,East,7-Jan-07,G,3-Jun,191,25,2001,5,2006-2007,2007,0.5
0,Kevin Garnett,Minnesota Timberwolves,West,7-Jan-07,PF,11-Jun,240,30,1995,11,2006-2007,2007,0.5
0,Michael Redd,Milwaukee Bucks,East,31-Dec-06,G,6-Jun,220,27,2000,6,2006-2007,2007,0.5
0,Josh Howard,Dallas Mavericks,West,31-Dec-06,GF,7-Jun,210,26,2003,3,2006-2007,2007,0.5
0,Mo Williams,Milwaukee Bucks,East,24-Dec-06,G,1-Jun,198,24,2003,3,2006-2007,2007,0.5
0,Josh Howard,Dallas Mavericks,West,24-Dec-06,GF,7-Jun,210,26,2003,3,2006-2007,2007,0.5
0,Gilbert Arenas,Washington Wizards,East,17-Dec-06,G,3-Jun,191,25,2001,5,2006-2007,2007,0.5
0,Carlos Boozer,Utah Jazz,West,17-Dec-06,PF,9-Jun,266,25,2002,4,2006-2007,2007,0.5
0,Gilbert Arenas,Washington Wizards,East,10-Dec-06,G,3-Jun,191,25,2001,5,2006-2007,2007,0.5
0,Steve Nash,Phoenix Suns,West,10-Dec-06,G,3-Jun,178,33,1996,10,2006-2007,2007,0.5
0,Michael Redd,Milwaukee Bucks,East,3-Dec-06,G,6-Jun,220,27,2000,6,2006-2007,2007,0.5
0,Carmelo Anthony,Denver Nuggets,West,3-Dec-06,F,8-Jun,240,22,2003,3,2006-2007,2007,0.5
0,Dwight Howard,Orlando Magic,East,26-Nov-06,C,11-Jun,265,21,2004,2,2006-2007,2007,0.5
0,Carmelo Anthony,Denver Nuggets,West,26-Nov-06,F,8-Jun,240,22,2003,3,2006-2007,2007,0.5
0,LeBron James,Cleveland Cavaliers,East,19-Nov-06,F,8-Jun,250,22,2003,3,2006-2007,2007,0.5
0,Dirk Nowitzki,Dallas Mavericks,West,19-Nov-06,PF,Jul-00,245,28,1998,8,2006-2007,2007,0.5
0,Joe Johnson,Atlanta Hawks,East,12-Nov-06,SG,7-Jun,240,25,2001,5,2006-2007,2007,0.5
0,Yao Ming,Houston Rockets,West,12-Nov-06,C,6-Jul,310,26,2002,4,2006-2007,2007,0.5
0,Allen Iverson,Philadelphia Sixers,East,6-Nov-06,G,Jun-00,165,31,1996,10,2006-2007,2007,0.5
0,Carlos Boozer,Utah Jazz,West,6-Nov-06,PF,9-Jun,266,25,2002,4,2006-2007,2007,0.5
0,Kevin Garnett,Boston Celtics,East,13-Apr-08,PF,11-Jun,240,31,1995,12,2007-2008,2008,0.5
0,Allen Iverson,Denver Nuggets,West,13-Apr-08,G,Jun-00,165,32,1996,11,2007-2008,2008,0.5
0,Joe Johnson,Atlanta Hawks,East,6-Apr-08,SG,7-Jun,240,26,2001,6,2007-2008,2008,0.5
0,Kobe Bryant,Los Angeles Lakers,West,6-Apr-08,SG,6-Jun,212,29,1996,11,2007-2008,2008,0.5
0,Jason Richardson,Charlotte Bobcats,East,30-Mar-08,GF,6-Jun,225,27,2001,6,2007-2008,2008,0.5
0,Carmelo Anthony,Denver Nuggets,West,30-Mar-08,F,8-Jun,240,23,2003,4,2007-2008,2008,0.5
0,Kevin Garnett,Boston Celtics,East,23-Mar-08,PF,11-Jun,240,31,1995,12,2007-2008,2008,0.5
0,Chris Paul,New Orleans Hornets,West,23-Mar-08,PG,Jun-00,175,22,2005,2,2007-2008,2008,0.5
0,Antawn Jamison,Washington Wizards,East,16-Mar-08,F,9-Jun,235,31,1998,9,2007-2008,2008,0.5
0,Amar'e Stoudemire,Phoenix Suns,West,16-Mar-08,FC,10-Jun,245,25,2002,5,2007-2008,2008,0.5
0,Jason Richardson,Charlotte Bobcats,East,9-Mar-08,GF,6-Jun,225,27,2001,6,2007-2008,2008,0.5
0,Tracy McGrady,Houston Rockets,West,9-Mar-08,GF,8-Jun,210,28,1997,10,2007-2008,2008,0.5
0,Andre Miller,Philadelphia Sixers,East,2-Mar-08,PG,3-Jun,200,31,1999,8,2007-2008,2008,0.5
0,Kobe Bryant,Los Angeles Lakers,West,2-Mar-08,SG,6-Jun,212,29,1996,11,2007-2008,2008,0.5
0,LeBron James,Cleveland Cavaliers,East,24-Feb-08,F,8-Jun,250,23,2003,4,2007-2008,2008,0.5
0,Manu Ginobili,San Antonio Spurs,West,24-Feb-08,SG,6-Jun,205,30,1999,5,2007-2008,2008,0.5
0,Andre Miller,Philadelphia Sixers,East,10-Feb-08,PG,3-Jun,200,31,1999,8,2007-2008,2008,0.5
0,Amar'e Stoudemire,Phoenix Suns,West,10-Feb-08,FC,10-Jun,245,25,2002,5,2007-2008,2008,0.5
0,Hedo Turkoglu,Orlando Magic,East,3-Feb-08,F,10-Jun,220,28,2000,7,2007-2008,2008,0.5
0,Brad Miller,Sacramento Kings,West,3-Feb-08,C,Jul-00,261,31,1998,9,2007-2008,2008,0.5
0,Hedo Turkoglu,Orlando Magic,East,27-Jan-08,F,10-Jun,220,28,2000,7,2007-2008,2008,0.5
0,Al Jefferson,Minnesota Timberwolves,West,27-Jan-08,FC,10-Jun,289,23,2004,3,2007-2008,2008,0.5
0,Gerald Wallace,Charlotte Bobcats,East,20-Jan-08,F,7-Jun,220,25,2001,6,2007-2008,2008,0.5
0,Baron Davis,Golden State Warriors,West,20-Jan-08,G,3-Jun,215,28,1999,8,2007-2008,2008,0.5
0,Chris Bosh,Toronto Raptors,East,13-Jan-08,PF,11-Jun,235,23,2003,4,2007-2008,2008,0.5
0,Kobe Bryant,Los Angeles Lakers,West,13-Jan-08,SG,6-Jun,212,29,1996,11,2007-2008,2008,0.5
0,LeBron James,Cleveland Cavaliers,East,6-Jan-08,F,8-Jun,250,23,2003,4,2007-2008,2008,0.5
0,Allen Iverson,Denver Nuggets,West,6-Jan-08,G,Jun-00,165,32,1996,11,2007-2008,2008,0.5
0,Paul Pierce,Boston Celtics,East,30-Dec-07,SF,7-Jun,235,30,1998,9,2007-2008,2008,0.5
0,Chris Paul,New Orleans Hornets,West,30-Dec-07,PG,Jun-00,175,22,2005,2,2007-2008,2008,0.5
0,Joe Johnson,Atlanta Hawks,East,23-Dec-07,SG,7-Jun,240,26,2001,6,2007-2008,2008,0.5
0,Carmelo Anthony,Denver Nuggets,West,23-Dec-07,F,8-Jun,240,23,2003,4,2007-2008,2008,0.5
0,Paul Pierce,Boston Celtics,East,16-Dec-07,SF,7-Jun,235,30,1998,9,2007-2008,2008,0.5
0,Brandon Roy,Portland Trail Blazers,West,16-Dec-07,G,6-Jun,211,23,2006,1,2007-2008,2008,0.5
0,Josh Smith,Atlanta Hawks,East,9-Dec-07,PF,9-Jun,225,22,2004,3,2007-2008,2008,0.5
0,Brandon Roy,Portland Trail Blazers,West,9-Dec-07,G,6-Jun,211,23,2006,1,2007-2008,2008,0.5
0,Dwight Howard,Orlando Magic,East,2-Dec-07,C,11-Jun,265,22,2004,3,2007-2008,2008,0.5
0,Stephen Jackson,Golden State Warriors,West,2-Dec-07,GF,8-Jun,220,29,1997,10,2007-2008,2008,0.5
0,LeBron James,Cleveland Cavaliers,East,25-Nov-07,F,8-Jun,250,23,2003,4,2007-2008,2008,0.5
0,Tony Parker,San Antonio Spurs,West,25-Nov-07,G,2-Jun,185,25,2001,6,2007-2008,2008,0.5
0,Dwight Howard,Orlando Magic,East,18-Nov-07,C,11-Jun,265,22,2004,3,2007-2008,2008,0.5
0,Allen Iverson,Denver Nuggets,West,18-Nov-07,G,Jun-00,165,32,1996,11,2007-2008,2008,0.5
0,Kevin Garnett,Boston Celtics,East,11-Nov-07,PF,11-Jun,240,31,1995,12,2007-2008,2008,0.5
0,Yao Ming,Houston Rockets,West,11-Nov-07,C,6-Jul,310,27,2002,5,2007-2008,2008,0.5
0,Danny Granger,Indiana Pacers,East,4-Nov-07,GF,9-Jun,222,24,2005,2,2007-2008,2008,0.5
0,Tracy McGrady,Houston Rockets,West,4-Nov-07,GF,8-Jun,210,28,1997,10,2007-2008,2008,0.5
0,Ben Gordon,Chicago Bulls,East,13-Apr-09,SG,3-Jun,200,25,2004,4,2008-2009,2009,0.5
0,Brandon Roy,Portland Trail Blazers,West,13-Apr-09,G,6-Jun,211,24,2006,2,2008-2009,2009,0.5
0,Dwight Howard,Orlando Magic,East,6-Apr-09,C,11-Jun,265,23,2004,4,2008-2009,2009,0.5
0,Jason Kidd,Dallas Mavericks,West,6-Apr-09,PG,4-Jun,210,35,1994,14,2008-2009,2009,0.5
